productid,clusterid,gtin,mpn,sku,productname,brand,description,price,currency
antonline_122,cluster_22890,1.9078E+11,,,"HP 11.6"" Chromebook Intel Celeron N3060 4GB RAM Silver",HP,,210,USD
antonline_123,cluster_22333,1.93016E+11,,,"HP EliteBook 840 G5 14"" LCD Notebook",HP,,1736,USD
antonline_129,cluster_22377,8.89899E+11,,,"HP ProBook 650 G2 15.6"" Notebook",HP,,1002,USD
antonline_13,cluster_22232,8.89842E+11,,,Microsoft Surface Go Intel Pentium Gold 2 in 1 Notebook 4GB RAM 64GB SSD,Microsoft,,400,USD
antonline_150,cluster_22526,1.92546E+11,,,"HP ZBook 15v G5 15.6"" Touchscreen LCD Mobile Workstation",HP,,1365,USD
antonline_153,cluster_22402,1.92546E+11,,,"HP ZBook 15 G5 15.6"" Touchscreen LCD Mobile Workstation",HP,,2023,USD
antonline_154,cluster_22169,1.92546E+11,,,"HP ZBook 15 G5 15.6"" LCD Mobile Workstation",HP,,1494,USD
antonline_158,cluster_22928,1.92545E+11,,,"HP Pavilion 15.6"" IPS Laptop Intel Core i5 (8th Gen) Quad Core 8GB RAM 1TB HDD Ceramic White",HP,,650,USD
antonline_161,cluster_22868,1.90781E+11,,,"HP EliteBook x360 1030 G2 13.3"" Touchscreen LCD 2 in 1 Notebook",HP,,1239,USD
antonline_162,cluster_22412,8.89895E+11,,,"HP ZBook 15u G3 15.6"" Mobile Workstation",HP,,1049,USD
antonline_173,cluster_22129,1.92546E+11,,,"HP ZBook 15 G5 15.6"" LCD Mobile Workstation",HP,,1925,USD
antonline_174,cluster_22949,1.92546E+11,,,"HP ProBook x360 440 G1 14"" Touchscreen LCD 2 in 1 Notebook",HP,,1000,USD
antonline_178,cluster_22944,1.92546E+11,,,"HP EliteBook 745 G5 14"" LCD Notebook",HP,,1144,USD
antonline_179,cluster_22953,1.92546E+11,,,"HP EliteBook 745 G5 14"" LCD Notebook",HP,,1190,USD
antonline_18,cluster_22877,8.84116E+11,,,"Alienware 17 R5 VR Ready 17.3"" LCD Gaming Notebook Intel Core i7 (8th Gen) 8GB 1TB HDD 256GB SSD IPS Silver",Dell,,1559,USD
antonline_184,cluster_22974,1.92545E+11,,,"HP EliteBook 840 G5 14"" LCD Notebook",HP,,1395,USD
antonline_186,cluster_22893,1.92018E+11,,,"HP EliteBook x360 1020 G2 12.5"" Touchscreen LCD 2 in 1 Notebook",HP,,1941,USD
antonline_193,cluster_22053,1.93015E+11,,,"HP EliteBook x360 1030 G3 13.3"" Touchscreen LCD 2 in 1 Notebook",HP,,2045,USD
antonline_196,cluster_21943,1.92546E+11,,,"HP EliteBook 1050 G1 15.6"" LCD Notebook",HP,,2010,USD
antonline_197,cluster_22681,1.92546E+11,,,"HP ProBook x360 440 G1 14"" Touchscreen LCD 2 in 1 Notebook",HP,,784,USD
antonline_198,cluster_22648,1.93015E+11,,,"HP ProBook 645 G4 14"" LCD Notebook",HP,,839,USD
antonline_200,cluster_22552,1.92546E+11,,,"HP ProBook 645 G4 14"" LCD Notebook",HP,,852,USD
antonline_204,cluster_22654,1.92545E+11,,,"HP Pavilion 15.6"" Laptop Intel Core i3 8GB RAM 1TB HDD Silver",HP,,600,USD
antonline_206,cluster_22902,1.92545E+11,,,"HP Pavilion Gaming 15-cx0000 15-cx0030nr 15.6"" LCD Gaming Notebook",HP,,893,USD
antonline_208,cluster_22118,1.92545E+11,,,"HP 14"" LCD Notebook AMD E2-Series E2-9000e Dual Core 4GB RAM 500GB HD Black",HP,,300,USD
antonline_213,cluster_22928,1.92018E+11,,,"HP ProBook 450 G3 15.6"" LCD Notebook Intel Core i5 8GB RAM 500 GB HDD Black",HP,,887,USD
antonline_215,cluster_22638,1.92545E+11,,,"HP ZBook 14u G5 14"" LCD Mobile Workstation",HP,,1376,USD
antonline_22,cluster_22331,8.89842E+11,,,"Microsoft Surface Book 2 Silver 15"" Intel Core i7 (8th Gen) 16GB RAM 1TB",Microsoft,,3300,USD
antonline_221,cluster_22486,1.92018E+11,,,"HP EliteBook 1040 G4 14"" LCD Notebook",HP,,1571,USD
antonline_225,cluster_22547,1.90781E+11,,,"HP EliteBook 1040 G3 14"" Notebook",HP,,1256,USD
antonline_227,cluster_22357,8.89895E+11,,,"HP EliteBook 850 G3 15.6"" Notebook",HP,,1332,USD
antonline_239,cluster_22603,1.92546E+11,,,"HP EliteBook 745 G5 14"" Touchscreen LCD Notebook",HP,,1357,USD
antonline_246,cluster_21930,1.92546E+11,,,"HP EliteBook 1050 G1 15.6"" LCD Notebook",HP,,2355,USD
antonline_249,cluster_22457,1.92545E+11,,,"HP ZBook 14u G5 14"" Touchscreen LCD Mobile Workstation",HP,,1676,USD
antonline_251,cluster_22258,1.92018E+11,,,"HP ProBook 450 G3 15.6"" LCD Notebook",HP,,719,USD
antonline_253,cluster_22062,1.92545E+11,,,"HP ZBook 14u G5 14"" LCD Mobile Workstation",HP,,1239,USD
antonline_260,cluster_22677,1.92018E+11,,,"HP OMEN X 17.3"" LCD Notebook Intel Core i7 16GB RAM 1TB HDD 256GB SSD",HP,,2300,USD
antonline_261,cluster_22993,1.92018E+11,,,"HP EliteBook 1040 G4 14"" Touchscreen LCD Notebook",HP,,1819,USD
antonline_266,cluster_22568,1.90782E+11,,,"HP ZBook 17 G4 17.3"" LCD Mobile Workstation",HP,,2331,USD
antonline_267,cluster_22364,1.90782E+11,,,"HP ZBook 17 G4 17.3"" LCD Mobile Workstation",HP,,1692,USD
antonline_274,cluster_22325,8.89899E+11,,,"HP EliteBook 1040 G3 14"" Notebook",HP,,1725,USD
antonline_277,cluster_22610,1.92545E+11,,,"HP Pavilion x360 2 in 1 15.6"" IPS Touch Screen Laptop Intel Core i3 (8th Gen) 8GB RAM 1TB HDD Gold and Silver",HP,,670,USD
antonline_283,cluster_22722,1.92546E+11,,,"HP EliteBook 755 G5 15.6"" LCD Notebook",HP,,1174,USD
antonline_285,cluster_22693,1.92545E+11,,,"HP Pavilion Gaming 15.6"" IPS Laptop Intel Core i5 (8th Gen) Quad Core 8GB RAM NVIDIA GeForce GTX 1050 Ti 1TB HDD Black and Acid Green",HP,,880,USD
antonline_286,cluster_22804,1.92545E+11,,,"HP 15-db0000 15-db0040nr 15.6"" Touchscreen LCD Notebook",HP,,630,USD
antonline_288,cluster_22523,1.92545E+11,,,"HP Pavilion x360 2 in1 15.6"" IPS Touch Screen Laptop Intel Core i5 (8th Gen) 8GB RAM 256GB SSD Silver",HP,,790,USD
antonline_291,cluster_22563,1.92545E+11,,,"HP ZBook 14u G5 14"" Touchscreen LCD Mobile Workstation",HP,,1574,USD
antonline_292,cluster_22905,1.92545E+11,,,"HP Envy 13.3"" Touch Screen Laptop Intel Core i7 (8th Gen) 8GB RAM 256GB SSD Silver",HP,,1030,USD
antonline_293,cluster_22976,1.92545E+11,,,"HP Pavilion x360 2 in 1 14"" Laptop Intel Core i5 8GB RAM 256GB SSD Silver",HP,,730,USD
antonline_294,cluster_22263,1.92545E+11,,,"HP 17 Series 17.3"" Screen Laptop",HP,,480,USD
antonline_302,cluster_22373,1.92545E+11,,,"HP ZBook 14u G5 14"" LCD Mobile Workstation",HP,,1350,USD
antonline_303,cluster_22135,1.92545E+11,,,"HP ZBook 14u G5 14"" Touchscreen LCD Mobile Workstation",HP,,1431,USD
antonline_308,cluster_21993,1.92019E+11,,,"HP ProBook 455 G5 15.6"" LCD Notebook",HP,,618,USD
antonline_321,cluster_22567,1.92018E+11,,,"HP EliteBook 1040 G4 14"" LCD Notebook",HP,,1580,USD
antonline_323,cluster_22666,1.91629E+11,,,"HP ProBook 450 G5 15.6"" LCD Notebook",HP,,840,USD
antonline_324,cluster_22291,1.92018E+11,,,"HP ProBook 470 G5 17.3"" LCD Notebook",HP,,1130,USD
antonline_325,cluster_22164,1.91629E+11,,,"HP ProBook 470 G5 17.3"" LCD Notebook",HP,,965,USD
antonline_326,cluster_22610,1.91629E+11,,,"HP ProBook 470 G5 17.3"" LCD Notebook",HP,,803,USD
antonline_327,cluster_22939,1.91629E+11,,,"HP ZBook 14u G4 14"" Touchscreen LCD Mobile Workstation",HP,,1419,USD
antonline_340,cluster_22847,1.90782E+11,,,"HP ZBook 15 G4 15.6"" LCD Mobile Workstation",HP,,1980,USD
antonline_341,cluster_22940,1.90782E+11,,,"HP ZBook Studio G4 15.6"" LCD Mobile Workstation",HP,,1630,USD
antonline_343,cluster_22812,1.90781E+11,,,"HP EliteBook 850 G4 15.6"" LCD Notebook",HP,,1311,USD
antonline_344,cluster_22820,1.90782E+11,,,HP ProBook 650 G2,HP,,874,USD
antonline_345,cluster_22799,1.90781E+11,,,"HP EliteBook 840 G4 14"" Touchscreen LCD Notebook",HP,,1498,USD
antonline_351,cluster_22904,1.90781E+11,,,HP ProBook 650 G3,HP,,813,USD
antonline_354,cluster_22945,1.90781E+11,,,HP EliteBook 840 G4,HP,,1830,USD
antonline_355,cluster_21935,1.90781E+11,,,HP 850 G4 - Intel Core i7-7500U,HP,,1376,USD
antonline_358,cluster_22017,1.90781E+11,,,"HP ProBook 650 G2 15.6"" Notebook",HP,,1414,USD
antonline_361,cluster_22199,1.90781E+11,,,"HP x2 10-p000 10-p010nr 10.1"" Touchscreen 2 in 1 Notebook",HP,,263,USD
antonline_362,cluster_22864,8.89899E+11,,,"HP EliteBook 1040 G3 14"" Notebook",HP,,1331,USD
antonline_365,cluster_22768,1.92545E+11,,,"HP EliteBook 830 G5 13.3"" LCD Notebook",HP,,1551,USD
antonline_369,cluster_22773,1.92018E+11,,,"HP EliteBook 1040 G4 14"" Touchscreen LCD Notebook",HP,,2041,USD
antonline_374,cluster_22335,1.92018E+11,,,"HP EliteBook 1040 G4 14"" Touchscreen LCD Notebook",HP,,1728,USD
antonline_377,cluster_22128,1.91629E+11,,,"HP ProBook 440 G5 14"" Touchscreen LCD Notebook",HP,,914,USD
antonline_379,cluster_22768,1.92018E+11,,,"HP EliteBook x360 1020 G2 12.5"" Touchscreen LCD 2 in 1 Notebook",HP,,1858,USD
antonline_384,cluster_22341,1.90782E+11,,,"HP 255 G6 15.6"" LCD Notebook",HP,,534,USD
antonline_385,cluster_22894,1.90782E+11,,,"HP 250 G6 15.6"" LCD Notebook",HP,,700,USD
antonline_388,cluster_22931,1.90782E+11,,,"HP 250 G6 15.6"" LCD Notebook",HP,,529,USD
antonline_389,cluster_22493,1.90782E+11,,,"HP ZBook 17 G4 17.3"" LCD Mobile Workstation",HP,,2131,USD
antonline_391,cluster_22156,1.90782E+11,,,"HP ZBook 15 G4 15.6"" LCD Mobile Workstation",HP,,1948,USD
antonline_394,cluster_22637,1.90782E+11,,,"HP EliteBook x360 1030 G2 13.3"" Touchscreen LCD 2 in 1 Notebook",HP,,1794,USD
antonline_395,cluster_22659,1.90782E+11,,,"HP EliteBook x360 1030 G2 13.3"" Touchscreen LCD 2 in 1 Notebook",HP,,1618,USD
antonline_40,cluster_22063,8.89842E+11,,,"Microsoft Surface Book 2 13.5"" Intel Core i7 (8th Gen) 16GB RAM 512GB SSD Silver",Microsoft,,2500,USD
antonline_401,cluster_22302,1.90781E+11,,,HP EliteBook x360 1030 G2,HP,,1800,USD
antonline_402,cluster_22134,1.90781E+11,,,"HP EliteBook x360 1030 G2 13.3"" Touchscreen LCD 2 in 1 Notebook",HP,,1907,USD
antonline_412,cluster_22754,1.90781E+11,,,HP ProBook 645 G3,HP,,1728,USD
antonline_413,cluster_22730,1.90781E+11,,,HP EliteBook 850 G4,HP,,1106,USD
antonline_416,cluster_22289,8.89899E+11,,,"HP ProBook 640 G2 14"" Notebook",HP,,983,USD
antonline_419,cluster_22236,8.89899E+11,,,"HP ZBook 15 G3 15.6"" Mobile Workstation",HP,,2110,USD
antonline_420,cluster_22987,8.89899E+11,,,"HP ZBook 15 G3 15.6"" Mobile Workstation",HP,,1472,USD
antonline_421,cluster_22245,8.89895E+11,,,"HP ZBook 15u G3 15.6"" Mobile Workstation",HP,,1580,USD
antonline_426,cluster_21875,8.89895E+11,,,"HP EliteBook 820 G3 12.5"" Notebook",HP,,1446,USD
antonline_427,cluster_22902,8.89895E+11,,,"HP ProBook 650 G2 15.6"" Notebook",HP,,1360,USD
antonline_428,cluster_22947,8.89895E+11,,,"HP ProBook 650 G2 15.6"" Notebook",HP,,1120,USD
antonline_430,cluster_22769,8.89895E+11,,,"HP EliteBook 850 G3 15.6"" Notebook",HP,,1550,USD
antonline_432,cluster_22026,8.89895E+11,,,"HP EliteBook 850 G3 15.6"" Notebook",HP,,986,USD
antonline_436,cluster_22277,8.89895E+11,,,"HP ZBook Studio G3 15.6"" Mobile Workstation Ultrabook",HP,,2329,USD
antonline_438,cluster_22259,1.90781E+11,,,"HP ZBook 15 G3 15.6"" Touchscreen Mobile Workstation",HP,,1864,USD
antonline_451,cluster_22033,8.89899E+11,,,"HP ZBook 17 G3 17.3"" Mobile Workstation",HP,,3594,USD
antonline_454,cluster_22551,8.89899E+11,,,"HP ZBook 15 G3 15.6"" Mobile Workstation",HP,,1666,USD
antonline_459,cluster_22061,8.89895E+11,,,"HP ZBook 15u G3 15.6"" Touchscreen Mobile Workstation",HP,,1562,USD
antonline_463,cluster_22572,8.84116E+11,,,"Dell Alienware 17 R5 VR Ready 17.3"" LCD Gaming Notebook Intel Core i7 (8th Gen) 16 GB DDR4 SDRAM 1 TB HHD IPS Silver",Dell,,1949,USD
antonline_480,cluster_22904,1.93125E+11,,,"Lenovo IdeaPad 730S-13IWL 81JB0004US 13.3"" LCD Notebook",Lenovo,,1041,USD
antonline_485,cluster_22753,8.84116E+11,,,"Dell XPS 9370 13.3"" Intel Core i7 (8th Gen) IPS LCD Notebook 8 GB 256GB SSD Silver",Dell,,1230,USD
antonline_501,cluster_22546,8.84116E+11,,,Alienware Gaming Laptop Intel Core i7 16GB DD4 SDRAM 1 TB Hybrid HDD 8GB SSD GeForce GTX 1060 6GB Silver,Dell,,1460,USD
antonline_521,cluster_22635,1.92651E+11,,,"Lenovo ThinkPad E485 20KU001KUS 14"" LCD Notebook",Lenovo,,731,USD
antonline_527,cluster_22648,1.92651E+11,,,"Lenovo ThinkPad E580 20KS008JUS 15.6"" LCD Notebook",Lenovo,,592,USD
antonline_530,cluster_22992,1.91115E+11,,,"Acer TravelMate P2 P2510-G2-M TMP2510-G2-M-891A 15.6"" LCD Notebook",Acer,,1054,USD
antonline_535,cluster_22648,1.93124E+11,,,"Lenovo IdeaPad 330-15ARR 81D200AMUS 15.6"" LCD Notebook",Lenovo,,751,USD
antonline_541,cluster_22905,1.93125E+11,,,"Lenovo IdeaPad 720S-15IKB 81AC003EUS 15.6"" LCD Notebook",Lenovo,,1191,USD
antonline_548,cluster_22681,1.92563E+11,,,"Lenovo IdeaPad Flex 6-14ARR 81HA0009US 14"" Touchscreen LCD 2 in 1 Notebook",Lenovo,,636,USD
antonline_552,cluster_22235,1.91115E+11,,,"Acer TravelMate P6 P648-G3-M TMP648-G3-M-70B0 14"" LCD Notebook",Acer,,1486,USD
antonline_554,cluster_22540,1.91115E+11,,,"Acer Switch 5 SW512-52P-35RA 12"" Touchscreen LCD 2 in 1 Notebook",Acer,,768,USD
antonline_56,cluster_22876,1.93016E+11,,,"HP ProBook 450 G5 15.6"" LCD Notebook",HP,,777,USD
antonline_565,cluster_22647,8.84116E+11,,,"Dell XPS 9570 15.6"" Intel Core i5 (8th Gen) LCD Notebook 8GB 128GB SSD",Dell,,1601,USD
antonline_571,cluster_22830,1.92876E+11,,,"Asus VivoBook Flip 14 TP412UA-DB51T 14"" Touchscreen LCD Notebook",Asus,,788,USD
antonline_575,cluster_22567,1.93125E+11,,,"Lenovo ThinkPad T480s 20L7005FUS 14"" LCD Notebook",Lenovo,,1766,USD
antonline_580,cluster_22328,1.91115E+11,,,"Acer Spin 3 SP314-51-58MV 14"" Touchscreen LCD 2 in 1 Notebook",Acer,,682,USD
antonline_581,cluster_22329,1.93124E+11,,,"Lenovo IdeaPad 530S-14IKB 81EU00G7US 14"" LCD Notebook",Lenovo,,1237,USD
antonline_584,cluster_22275,1.93124E+11,,,"Lenovo ThinkPad P1 20MD001VUS 15.6"" LCD Mobile Workstation",Lenovo,,2078,USD
antonline_587,cluster_22903,1.93125E+11,,,"Lenovo IdeaPad 330-15IKB 81DE01M2US 15.6"" LCD Notebook",Lenovo,,678,USD
antonline_594,cluster_22903,1.9233E+11,,,"Lenovo IdeaPad 530S-14IKB 81EU0008US 14"" LCD Notebook",Lenovo,,814,USD
antonline_609,cluster_22376,8.84116E+11,,,"Dell Inspiron 15 7000 15-7570 15.6"" Touchscreen LCD Notebook",Dell,,957,USD
antonline_61,cluster_22371,1.92018E+11,,,HP Stream 14-ax040nr Intel Celeron Laptop 4 GB 64 GB eMMC Blue 1-year Office 365 Personal subscription included,HP,,250,USD
antonline_616,cluster_21849,8.84116E+11,,,"Dell G3 15 3579 15.6"" Intel Core i7 NVIDIA GeForce GTX 1050 Ti with 4 GB GDDR5 LCD Notebook",Dell,,1197,USD
antonline_618,cluster_22831,8.8935E+11,,,ASUS ROG Zephyrus M GM501,Asus,,2199,USD
antonline_619,cluster_22660,8.84116E+11,,,"Dell Inspiron 15-5000 15 5570 15.6"" LCD Notebook",Dell,,664,USD
antonline_630,cluster_22990,1.92331E+11,,,"Lenovo ThinkPad T480 20L5004HUS 14"" LCD Notebook",Lenovo,,912,USD
antonline_631,cluster_22278,8.24142E+11,,,"MSI GE63 Raider RGB-011 VR Ready 15.6"" LCD Gaming Notebook",MSI,,1769,USD
antonline_636,cluster_22254,1.92159E+11,,,"Lenovo ThinkPad T580 20L9001KUS 15.6"" LCD Notebook",Lenovo,,1438,USD
antonline_637,cluster_22993,1.9233E+11,,,"Lenovo ThinkPad X1 Yoga 3rd Gen 20LD001GUS 14"" Touchscreen LCD 2 in 1 Ultrabook",Lenovo,,1588,USD
antonline_640,cluster_22992,1.92158E+11,,,"Lenovo ThinkPad E580 20KS003SUS 15.6"" LCD Notebook",Lenovo,,836,USD
antonline_646,cluster_22609,1.92159E+11,,,"Lenovo ThinkPad X1 Carbon 6th Gen 20KH002JUS 14"" Touchscreen LCD Ultrabook",Lenovo,,2138,USD
antonline_648,cluster_22494,1.92159E+11,,,"Lenovo ThinkPad X1 Carbon 6th Gen 20KH002FUS 14"" LCD Ultrabook",Lenovo,,2430,USD
antonline_652,cluster_22636,1.92159E+11,,,"Lenovo ThinkPad T480s 20L70023US 14"" Touchscreen LCD Notebook",Lenovo,,1662,USD
antonline_654,cluster_22991,1.9233E+11,,,"Lenovo ThinkPad T480 20L5000UUS 14"" LCD Notebook",Lenovo,,1431,USD
antonline_655,cluster_21829,1.92158E+11,,,"Lenovo ThinkPad E580 20KS003WUS 15.6"" LCD Notebook",Lenovo,,630,USD
antonline_656,cluster_22802,1.92159E+11,,,"Lenovo ThinkPad T580 20L9001MUS 15.6"" LCD Notebook",Lenovo,,1420,USD
antonline_658,cluster_22946,1.92159E+11,,,"Lenovo ThinkPad T480s 20L7001YUS 14"" LCD Notebook",Lenovo,,2099,USD
antonline_660,cluster_22268,8.84116E+11,,,"Dell Latitude 7000 7490 14.1"" LCD Notebook",Dell,,1407,USD
antonline_663,cluster_22991,1.92159E+11,,,"Lenovo ThinkPad X280 20KF0020US 12.5"" Touchscreen LCD Ultrabook",Lenovo,,1528,USD
antonline_664,cluster_22744,1.9233E+11,,,"Lenovo ThinkPad X1 Yoga 3rd Gen 20LD001KUS 14"" Touchscreen LCD 2 in 1 Ultrabook",Lenovo,,1769,USD
antonline_666,cluster_21842,1.92159E+11,,,"Lenovo ThinkPad X1 Carbon 6th Gen 20KH002MUS 14"" Touchscreen LCD Ultrabook",Lenovo,,1945,USD
antonline_687,cluster_22293,1.90577E+11,,,"Lenovo Chromebook N42-20 80US0002US 14"" Chromebook",Lenovo,,245,USD
antonline_691,cluster_22976,1.93125E+11,,,"Lenovo Legion Y730-17ICH 81HG001HUS 17.3"" LCD Gaming Notebook",Lenovo,,1375,USD
antonline_692,cluster_22804,1.92652E+11,,,"Lenovo IdeaPad Flex 6-14IKB 81EM0011US 14"" Touchscreen LCD 2 in 1 Notebook",Lenovo,,774,USD
antonline_698,cluster_22270,8.8935E+11,,,"Asus Vivobook S S530UA-DB51-RD 15.6"" LCD Notebook",Asus,,744,USD
antonline_699,cluster_22363,8.8935E+11,,,"Asus Vivobook S S530UA-DB51-GN 15.6"" LCD Notebook",Asus,,744,USD
antonline_703,cluster_22291,1.93124E+11,,,"Lenovo IdeaPad 330-15ICH 81FK009UUS 15.6"" LCD Notebook",Lenovo,,957,USD
antonline_706,cluster_22876,1.92331E+11,,,"Lenovo IdeaPad 330 Touch-15ARR 81D30001US 15.6"" Touchscreen LCD Notebook",Lenovo,,625,USD
antonline_707,cluster_22973,1.9233E+11,,,"Lenovo IdeaPad 330 Touch-15IKB 81DJ0000US 15.6"" Touchscreen LCD Notebook",Lenovo,,1068,USD
antonline_716,cluster_22539,1.91115E+11,,,"Acer Swift 5 SF514-52TP-52LH 14"" Touchscreen LCD Notebook",Acer,,974,USD
antonline_722,cluster_22623,8.84116E+11,,,"Dell Latitude 5000 5591 15.6"" LCD Notebook",Dell,,1716,USD
antonline_723,cluster_22875,8.84116E+11,,,"Dell Latitude 5000 5591 15.6"" LCD Notebook",Dell,,1329,USD
antonline_724,cluster_22769,8.84116E+11,,,"Dell Latitude 5000 5491 14"" LCD Notebook",Dell,,1614,USD
antonline_725,cluster_22902,8.84116E+11,,,"Dell Latitude 5000 5491 14"" LCD Notebook",Dell,,1330,USD
antonline_727,cluster_22350,1.92651E+11,,,"Lenovo ThinkPad L380 20M70032US 13.3"" Touchscreen LCD Notebook",Lenovo,,886,USD
antonline_730,cluster_22641,8.24142E+11,,,"MSI PS42 8RB-060 14"" LCD Gaming Notebook",MSI,,1182,USD
antonline_735,cluster_22374,1.92876E+11,,,"Asus VivoBook F505ZA-DB31 15.6"" LCD Notebook",Asus,,536,USD
antonline_738,cluster_22365,1.92876E+11,,,ASUS ZenBook S UX391UA-XB74T Ultra-thin and light 13.3-inch UHD 4K Touch Laptop,Asus,,1539,USD
antonline_743,cluster_22973,1.92876E+11,,,ASUS ZenBook 13 UX331UA-DS71 13.3 inch,Asus,,920,USD
antonline_751,cluster_22767,1.92876E+11,,,"Asus VivoBook X540YA-DB02 15.6"" LCD Notebook",Asus,,329,USD
antonline_752,cluster_22372,8.84116E+11,,,"Dell Latitude 5000 5591 15.6"" LCD Notebook",Dell,,1848,USD
antonline_756,cluster_22482,8.84116E+11,,,"Dell Latitude 5000 5491 14"" LCD Notebook",Dell,,1614,USD
antonline_764,cluster_22198,1.92876E+11,,,ASUS GL504GM-DS74 ROG Strix Hero II Gaming Laptop,Asus,,1699,USD
antonline_766,cluster_22076,1.92876E+11,,,"Asus ROG Strix SCAR II 15.6"" Gaming Laptop Intel Core i7 16GB RAM 256GB SSD 1TB SSHD",Asus,,1999,USD
antonline_769,cluster_22781,8.8935E+11,,,"Asus VivoBook 15 X540UA-DB51 15.6"" LCD Notebook",Asus,,639,USD
antonline_770,cluster_22821,1.92876E+11,,,"Asus VivoBook 15 X540UA-DB71 15.6"" LCD Notebook",Asus,,744,USD
antonline_773,cluster_22635,1.91376E+11,,,"Lenovo IdeaPad 710S Plus Touch-13IKB 80YQ0002US 13.3"" Touchscreen LCD Notebook",Lenovo,,810,USD
antonline_776,cluster_22990,1.90725E+11,,,"Lenovo IdeaPad Y700 Touch-15ISK 80NW0030US 15.6"" Touchscreen LCD Gaming Notebook",Lenovo,,917,USD
antonline_779,cluster_22898,1.92876E+11,,,"Asus ASUSPRO P5440UF-XB74 14"" LCD Ultrabook",Asus,,1355,USD
antonline_791,cluster_22128,1.92331E+11,,,"Lenovo IdeaPad 330-15ICH 81FK0000US 15.6"" LCD Notebook",Lenovo,,819,USD
antonline_801,cluster_22904,1.92651E+11,,,"Lenovo ThinkPad E480 20KN008GUS 14"" LCD Notebook",Lenovo,,613,USD
antonline_802,cluster_22991,1.92331E+11,,,"Lenovo IdeaPad 330 Touch-15IKB 81DJ0003US 15.6"" Touchscreen LCD Notebook",Lenovo,,675,USD
antonline_815,cluster_22052,1.92331E+11,,,"Lenovo IdeaPad 330S-15IKB 81F5001RUS 15.6"" LCD Notebook",Lenovo,,557,USD
antonline_821,cluster_22255,1.92563E+11,,,"Lenovo ThinkPad T480 20L50054US 14"" LCD Notebook",Lenovo,,1269,USD
antonline_827,cluster_21444,1.92876E+11,,,ASUSPRO Laptop - 15.6??? FHD Matte Display,Asus,,839,USD
antonline_83,cluster_22458,1.92545E+11,,,"HP EliteBook 850 G5 15.6"" LCD Notebook",HP,,1313,USD
antonline_832,cluster_22148,8.84116E+11,,,"Alienware 15.6"" R4 Gaming Notebook Intel Core i7 NVIDIA GeForce 1060 6GB 16GB RAM 2400MHz DDR4 1TB",Dell,,1568,USD
antonline_833,cluster_22939,1.92331E+11,,,"Lenovo IdeaPad Flex 6-14IKB 81EM000AUS 14"" Touchscreen LCD 2 in 1 Notebook",Lenovo,,1095,USD
antonline_835,cluster_22820,1.92331E+11,,,"Lenovo IdeaPad 530S-14IKB 81EU000HUS 14"" LCD Notebook",Lenovo,,745,USD
antonline_836,cluster_22157,1.92331E+11,,,"Lenovo IdeaPad 530S-14IKB 81EU000GUS 14"" LCD Notebook",Lenovo,,880,USD
antonline_844,cluster_22370,1.92876E+11,,,"ASUS G703GS WS71 17.3"" Gaming Laptop Intel i7 16GB RAM 1TB SSHD",Asus,,2199,USD
antonline_845,cluster_22972,8.8935E+11,,,"ASUS ROG Strix Scar Edition GL703GS-DS74 17.3"" Gaming Laptop",Asus,,1899,USD
antonline_849,cluster_22545,8.8935E+11,,,"ASUS ROG Strix Hero Edition 15.6"" Gaming Laptop",Asus,,1100,USD
antonline_855,cluster_22284,1.91115E+11,,,"Acer TravelMate B1 B117-M TMB117-M-C012 11.6"" LCD Notebook",Acer,,213,USD
antonline_861,cluster_22949,1.92331E+11,,,"Lenovo IdeaPad Flex 6-14IKB 81EM0008US 14"" Touchscreen LCD 2 in 1 Notebook",Lenovo,,835,USD
antonline_867,cluster_21932,8.84116E+11,,,"Dell Inspiron 17 5000 17 5770 17.3"" LCD Notebook",Dell,,904,USD
antonline_869,cluster_22645,1.92331E+11,,,"Lenovo Legion Y520-15IKBM 80YY0090US 15.6"" LCD Notebook",Lenovo,,1141,USD
antonline_873,cluster_22436,1.92331E+11,,,"Lenovo IdeaPad Flex 5-1570 81CA000UUS 15.6"" Touchscreen LCD 2 in 1 Notebook",Lenovo,,913,USD
antonline_875,cluster_21964,1.92331E+11,,,"Lenovo IdeaPad 720S-13IKB 81BV008KUS 13.3"" LCD Notebook",Lenovo,,1580,USD
antonline_876,cluster_22990,1.92158E+11,,,"Lenovo ThinkPad E580 20KS003QUS 15.6"" LCD Notebook",Lenovo,,803,USD
antonline_88,cluster_22276,1.92019E+11,,,"HP Chromebook 11 G6 EE 11.6"" LCD Chromebook",HP,,243,USD
antonline_882,cluster_22346,8.8935E+11,,,"Asus ZenBook 13 Ultra-Slim13.3"" Notebook",Asus,,1000,USD
antonline_883,cluster_22016,8.84116E+11,,,"Dell Latitude 5290 12.5"" LCD Notebook",Dell,,974,USD
antonline_887,cluster_22677,1.9233E+11,,,"Lenovo ThinkPad P52s 20LB0019US 15.6"" LCD Mobile Workstation Ultrabook",Lenovo,,1827,USD
antonline_892,cluster_22387,1.9233E+11,,,"Lenovo ThinkPad X1 Yoga 3rd Gen 20LD001HUS 14"" LCD 2 in 1 Ultrabook",Lenovo,,2313,USD
antonline_896,cluster_22528,8.84116E+11,,,"Dell Latitude 3000 3490 14"" LCD Notebook",Dell,,557,USD
